Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
10.0.2.15-198.52.200.39-34328-443-6,10.0.2.15,34328,198.52.200.39,443,6,22-11-2022 14:17,116559017,57,49,37559,13575,1460,0,658.9298246,628.4257218,1086,0,277.0408163,295.8072964,438.6962186,0.909410552,1110085.876,4756559.189,39556565,7,116559017,2081411.018,6381524.509,39556565,60,116404631,2425096.479,6841878.181,39556823,7,1,0,0,0,1140,980,0.489022655,0.420387897,0,1460,482.9626168,533.4288856,284546.3759,0,0,0,43,106,0,0,0,0,487.5188679,658.9298246,277.0408163,0,0,0,0,9,14448,0,354,0,128,65535,65535,33,20,0,0,0,0,1.44E+15,38201315.26,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-34328-443-6,10.0.2.15,34328,198.52.200.39,443,6,22-11-2022 14:19,104255144,63,51,43611,15204,1460,0,692.2380952,668.1135145,1086,0,298.1176471,293.6967584,564.1448253,1.093471225,922611.8938,3438523.186,21026773,6,104255144,1681534.581,4518279.268,21026773,62,104255048,2085100.96,4955135.367,21027257,6,1,0,0,0,1260,1020,0.60428673,0.489184495,0,1460,516.1565217,564.8069627,319006.9051,0,0,0,42,114,0,0,0,0,520.6842105,692.2380952,298.1176471,0,0,0,0,8,21087,0,382,0,133,65535,65535,35,20,0,0,0,0,1.44E+15,34245519.2,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-34328-443-6,10.0.2.15,34328,198.52.200.39,443,6,22-11-2022 14:21,116004239,100,80,82965,19548,1460,0,829.65,662.7712309,1086,0,244.35,285.2426948,883.7004655,1.551667435,648068.3743,2982896.406,28233317,0,116004223,1171759.828,3942233.321,28233317,0,116004091,1468406.215,4368709.202,28233514,0,0,0,0,0,2000,1600,0.862037464,0.689629971,0,1460,574.4364641,605.2051834,366273.314,0,0,0,60,180,0,0,0,0,577.6277778,829.65,244.35,0,0,0,0,10,22272,0,460,0,108,65535,65535,64,20,0,0,0,0,1.44E+15,34991370.84,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-34328-443-6,10.0.2.15,34328,198.52.200.39,443,6,22-11-2022 14:23,89558259,54,44,41497,11403,1460,0,768.462963,675.033604,543,0,259.1590909,274.3549681,590.6769581,1.094259771,923281.0206,4400294.883,39205355,21,89558259,1689778.472,5867440.687,39205355,63,89557994,2082744.047,6464206.489,39205673,50,0,0,0,0,1080,880,0.602959466,0.491300305,0,1460,549.0909091,593.4530927,352186.5733,0,0,0,34,98,0,0,0,0,554.6938776,768.462963,259.1590909,0,0,0,0,13,16453,0,423,0,116,65535,65535,32,20,0,0,0,0,1.44E+15,20372933.7,1.44E+15,1.44E+15,Tor
198.52.200.39-10.0.2.15-443-45788-6,198.52.200.39,443,10.0.2.15,45788,6,25-11-2022 10:25,116259908,298,286,197435,77451,1420,0,662.533557,549.8229227,1460,0,270.8076923,452.9476033,2364.409234,5.023227784,199416.6518,1693757.595,29246222,5,116259873,391447.3838,2359369.056,29246476,7,116259853,407929.3088,2407522.315,29246222,26,1,0,0,0,5960,5720,2.563222397,2.460005387,0,1460,470.8188034,540.571474,292217.5185,0,0,0,255,584,0,0,0,0,471.625,662.533557,270.8076923,0,0,0,0,34,12352,0,338,0,132,65535,65535,214,20,0,0,0,0,1.44E+15,36534897.75,1.44E+15,1.44E+15,Tor
198.52.200.39-10.0.2.15-443-45788-6,198.52.200.39,443,10.0.2.15,45788,6,25-11-2022 10:27,119991728,460,522,209732,187479,1420,0,455.9391304,425.4752368,1460,0,359.1551724,543.8240345,3310.319858,8.183897477,122315.7268,640202.1859,12434189,12,119991673,261419.7669,919527.1488,12473238,31,119991465,230309.9136,867564.8091,12434189,17,1,0,0,0,9200,10440,3.833597596,4.350299881,0,1460,405.155646,494.2553052,244288.3067,0,0,0,451,982,0,0,0,1,405.5682281,455.9391304,359.1551724,0,0,0,0,25,6916,0,213,0,190,65535,65535,303,20,0,0,0,0,1.44E+15,28199739.01,1.44E+15,1.44E+15,Tor
198.52.200.39-10.0.2.15-443-45788-6,198.52.200.39,443,10.0.2.15,45788,6,25-11-2022 10:31,90677006,240,253,98064,97816,1420,0,408.6,427.3488164,1460,0,386.6245059,520.2791655,2160.194835,5.436879996,184302.8577,1190460.425,23193246,10,90677006,379401.6987,1688294.357,23193246,49,90676339,359826.7421,1649821.127,23232013,10,1,0,0,0,4800,5060,2.646756996,2.790123,0,1460,397.6174089,476.5122116,227063.8878,0,0,0,231,493,0,0,0,1,398.4239351,408.6,386.6245059,0,0,0,0,19,6751,0,198,0,198,65535,65535,141,20,0,0,0,0,1.44E+15,24519312.91,1.44E+15,1.44E+15,Tor
198.52.200.39-10.0.2.15-443-45788-6,198.52.200.39,443,10.0.2.15,45788,6,25-11-2022 10:29,109767822,399,444,187759,157029,1420,0,470.5739348,428.4406562,1460,0,353.6689189,537.0973243,3141.066241,7.679846285,130365.5843,784810.9487,12465244,15,109729488,275702.2312,1125205.725,12465545,32,109767767,247782.7698,1072402.792,12465244,23,1,0,0,0,7980,8880,3.634945039,4.044901246,0,1460,409.1599526,491.6156015,241685.8997,0,0,0,393,843,0,0,0,1,409.6453144,470.5739348,353.6689189,0,0,0,0,45,6938,0,222,0,186,65535,65535,264,20,0,0,0,0,1.44E+15,23284711.88,1.44E+15,1.44E+15,Tor
198.52.200.39-10.0.2.15-443-45788-6,198.52.200.39,443,10.0.2.15,45788,6,25-11-2022 11:16,119319395,492,515,143162,295219,1420,0,290.9796748,366.2370489,1460,0,573.2407767,572.95499,3674.01293,8.439533238,118607.7485,474300.1033,7320828,8,119319395,243013.0244,660204.0837,7359989,8,119319221,232138.5623,646313.585,7320828,57,1,0,0,0,9840,10300,4.123386646,4.316146591,0,1460,435.4404762,502.872178,252880.4274,0,0,0,432,1007,0,0,0,1,435.8728898,290.9796748,573.2407767,0,0,0,0,26,9322,0,142,0,293,65535,65535,221,20,0,0,0,0,1.44E+15,37428340.8,1.44E+15,1.44E+15,Tor
10.0.2.15-148.251.190.229-52180-9010-6,10.0.2.15,52180,148.251.190.229,9010,6,25-11-2022 11:16,666970,2,2,543,543,543,0,271.5,383.9589822,543,0,271.5,383.9589822,1628.259142,5.997271242,222323.3333,352701.1561,629015,282,666970,666970,0,666970,666970,629015,629015,0,629015,629015,1,0,0,0,40,40,2.998635621,2.998635621,0,543,325.8,297.4133487,88454.7,0,0,0,2,4,0,0,0,1,407.25,271.5,271.5,0,0,0,0,0,0,0,135,0,135,41180,65535,0,20,0,0,0,0,1.44E+15,417942.5341,1.44E+15,1.44E+15,Tor
198.52.200.39-10.0.2.15-443-45788-6,198.52.200.39,443,10.0.2.15,45788,6,25-11-2022 11:18,87917136,1218,1333,416870,1004259,1420,0,342.2577997,470.495212,1460,0,753.3825956,594.2639888,16164.41418,29.01595885,34477.30824,333790.0489,14729388,4,87878513,72209.13147,482336.0934,14766886,4,87914702,66002.02853,461057.2727,14729388,6,1,0,0,0,24360,26660,13.85395448,15.16200437,0,1460,557.0815047,576.3445511,332173.0416,0,0,0,1041,2551,0,0,0,1,557.2998824,342.2577997,753.3825956,0,0,0,0,305,23421,0,163,0,393,65535,65535,516,20,0,0,0,0,1.44E+15,23311291.06,1.44E+15,1.44E+15,Tor
10.0.2.15-5.9.123.81-60740-9001-6,10.0.2.15,60740,5.9.123.81,9001,6,25-11-2022 11:16,72203,2,2,543,543,543,0,271.5,383.9589822,543,0,271.5,383.9589822,15040.92628,55.39936014,24067.66667,41486.45365,71972,32,72203,72203,0,72203,72203,71972,71972,0,71972,71972,1,0,0,0,40,40,27.69968007,27.69968007,0,543,325.8,297.4133487,88454.7,0,0,0,2,4,0,0,0,1,407.25,271.5,271.5,0,0,0,0,0,0,0,135,0,135,65535,65535,0,20,0,0,0,0,1.44E+15,50728.54759,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-34328-443-6,10.0.2.15,34328,198.52.200.39,443,6,22-11-2022 14:00,119288304,22,23,6400,8145,1057,0,290.9090909,424.6328284,543,0,354.1304348,264.4327212,121.9314846,0.377237319,2711097.818,10230429.76,58840849,31,119288160,5680388.571,14398359.16,58840849,447,119288265,5422193.864,14103576.55,58841217,428,1,0,0,0,440,460,0.184427134,0.192810185,0,1057,339.173913,361.9878638,131035.2135,0,0,0,23,45,0,0,0,1,346.7111111,290.9090909,354.1304348,0,0,0,0,5,10473,0,142,0,181,65535,65535,7,20,0,0,0,0,1.44E+15,48227599.64,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-34328-443-6,10.0.2.15,34328,198.52.200.39,443,6,22-11-2022 13:53,116417921,20,20,4286,7602,1057,0,214.3,362.4045573,543,0,380.1,255.2981539,102.1148625,0.343589712,2985074.897,8062993.7,46153360,34,116417921,6127259,10813184.88,46153360,124650,116417665,6127245.526,10813336.89,46153701,124682,1,0,0,0,400,400,0.171794856,0.171794856,0,1057,303.195122,318.8891045,101690.261,0,0,0,20,40,0,0,0,1,310.775,214.3,380.1,0,0,0,0,4,4744,0,107,0,190,65535,65535,5,20,0,0,0,0,1.44E+15,40565519.1,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-34328-443-6,10.0.2.15,34328,198.52.200.39,443,6,22-11-2022 13:55,115003002,124,144,41144,74744,1460,0,331.8064516,416.3172781,1420,0,519.0555556,511.9867073,1007.695434,2.33037395,430722.8539,1781693.34,19504545,9,115003002,934983.7561,2538988.063,19504545,148,115002749,804215.028,2377025.968,19504995,9,1,0,0,0,2480,2880,1.078232723,1.252141227,0,1460,434.739777,479.1462938,229581.1708,0,0,0,134,268,0,0,0,1,436.3619403,331.8064516,519.0555556,0,0,0,0,22,15072,0,153,0,278,65535,65535,58,20,0,0,0,0,1.44E+15,33014336.9,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-34328-443-6,10.0.2.15,34328,198.52.200.39,443,6,22-11-2022 13:57,110308236,33,25,10997,10860,1460,0,333.2424242,565.9702968,1338,0,434.4,300.6779839,198.1447695,0.525799361,1935232.211,4993561.454,21660284,29,110308236,3447132.375,6298039.384,21660284,56,97272029,4053001.208,6743124.531,21660797,26102,1,0,0,0,660,500,0.299161705,0.226637656,0,1460,379.6610169,465.9581012,217116.9521,0,0,0,26,58,0,0,0,0,386.2068966,333.2424242,434.4,0,0,0,0,4,6035,0,189,0,187,65535,65535,12,20,0,0,0,0,1.44E+15,34757879.95,1.44E+15,1.44E+15,Tor
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-11-2022 13:53,60029797,2,0,0,0,0,0,0,0,0,0,0,0,0,0.033316788,60029797,0,60029797,60029797,60029797,60029797,0,60029797,60029797,0,0,0,0,0,0,0,0,0,0,0,0.033316788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60029797,0,60029797,60029797,Tor
10.0.2.15-198.52.200.39-45788-443-6,10.0.2.15,45788,198.52.200.39,443,6,25-11-2022 11:01,119227641,226,233,67266,74362,1460,0,297.6371681,356.0689711,1338,0,319.1502146,309.0905161,1187.878908,3.849778425,260322.3603,909067.9173,9469930,16,119227641,529900.6267,1244495.88,9469930,101,119227404,513911.2241,1229120.331,9470278,154,1,0,0,0,4520,4660,1.895533604,1.954244822,0,1460,310.1847826,334.3229274,111771.8198,0,0,0,233,459,0,0,0,1,310.8605664,297.6371681,319.1502146,0,0,0,0,20,3932,0,146,0,162,65535,65535,106,20,0,0,0,0,1.44E+15,29316684.39,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-45788-443-6,10.0.2.15,45788,198.52.200.39,443,6,25-11-2022 11:05,104772258,322,321,134139,91079,1460,0,416.5807453,454.03669,1338,0,283.7352025,304.5303889,2149.595745,6.137120763,163196.6636,1127330.566,22981289,7,104772051,326392.6822,1579608.676,22981531,67,104707690,327211.5313,1581996.373,22981592,7,0,0,0,0,6440,6420,3.073332637,3.063788126,0,1460,349.7173913,392.0074835,153669.8671,0,0,0,318,643,0,0,0,0,350.2612753,416.5807453,283.7352025,0,0,0,0,41,5392,0,208,0,141,65535,65535,183,20,0,0,0,0,1.44E+15,23482000.03,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-45788-443-6,10.0.2.15,45788,198.52.200.39,443,6,25-11-2022 11:03,119972435,397,408,148721,121632,1460,0,374.6120907,417.7301466,1338,0,298.1176471,317.4392176,2253.459305,6.709874648,149219.4465,682031.1173,9323811,15,119583872,301979.4747,949621.5242,9323811,74,119972184,294771.9509,938022.8203,9324125,145,1,0,0,0,7940,8160,3.30909346,3.400781188,0,1460,336.7369727,372.6864538,138895.1928,0,0,0,408,805,0,0,0,1,337.1552795,374.6120907,298.1176471,0,0,0,0,31,5401,0,184,0,151,65535,65535,217,20,0,0,0,0,1.44E+15,34040090.53,1.44E+15,1.44E+15,Tor
10.0.2.15-82.161.239.177-47257-110-6,10.0.2.15,47257,82.161.239.177,110,6,25-11-2022 11:16,119811083,528,472,316164,168701,1460,0,598.7954545,581.9265098,1420,0,357.4173729,482.2123484,4046.912755,8.346473256,119931.014,445788.9735,4627264,0,119810929,227345.2163,596230.3023,4627304,7,119810685,254375.1274,627237.6367,4627307,5,0,0,0,0,10560,9440,4.406937879,3.939535377,0,1460,485.8391608,550.8662407,303453.6151,0,0,0,426,1000,0,0,0,0,486.325,598.7954545,357.4173729,0,0,0,0,25,9942,0,316,0,168,65535,65535,367,20,0,0,0,0,1.44E+15,34664745.65,1.44E+15,1.44E+15,Tor
62.75.252.35-10.0.2.15-9001-55339-6,62.75.252.35,9001,10.0.2.15,55339,6,25-11-2022 11:19,462980,2,2,565,565,565,0,282.5,399.5153314,565,0,282.5,399.5153314,2440.710182,8.63968206,154326.6667,266911.9405,462530,111,462980,462980,0,462980,462980,462530,462530,0,462530,462530,1,0,0,0,40,40,4.31984103,4.31984103,0,565,339,309.463245,95767.5,0,0,0,2,4,0,0,0,1,423.75,282.5,282.5,0,0,0,0,0,0,0,141,0,141,65535,65535,0,20,0,0,0,0,1.44E+15,326739.9015,1.44E+15,1.44E+15,Tor
195.154.128.151-10.0.2.15-443-42857-6,195.154.128.151,443,10.0.2.15,42857,6,25-11-2022 11:18,120149,2,2,543,543,543,0,271.5,383.9589822,543,0,271.5,383.9589822,9038.776852,33.29199577,40049.66667,69079.77788,119816,45,120149,120149,0,120149,120149,119816,119816,0,119816,119816,1,0,0,0,40,40,16.64599789,16.64599789,0,543,325.8,297.4133487,88454.7,0,0,0,2,4,0,0,0,1,407.25,271.5,271.5,0,0,0,0,0,0,0,135,0,135,65535,41180,0,20,0,0,0,0,1.44E+15,84487.23954,1.44E+15,1.44E+15,Tor
10.0.2.15-82.161.239.177-47257-110-6,10.0.2.15,47257,82.161.239.177,110,6,25-11-2022 11:18,88666694,1042,898,832002,299661,1460,0,798.4664107,601.5081057,1420,0,333.6982183,512.1277224,12763.11261,21.8796925,45728.0526,410470.7939,10893251,0,88666441,85174.29491,558414.7906,10893309,7,88654162,98834.07135,601193.1537,10933765,0,1,0,0,0,20840,17960,11.75187608,10.12781643,0,1460,583.3106646,607.5537394,369121.5462,0,0,0,745,1940,0,0,0,0,583.6113402,798.4664107,333.6982183,0,0,0,0,189,24544,0,428,0,154,65535,65535,816,20,0,0,0,0,1.44E+15,21308178.43,1.44E+15,1.44E+15,Tor
10.0.2.15-82.161.239.177-58368-110-6,10.0.2.15,58368,82.161.239.177,110,6,22-11-2022 14:02,201997,2,2,543,543,543,0,271.5,383.9589822,543,0,271.5,383.9589822,5376.31747,19.80227429,67332.33333,116232.5819,201546,47,201997,201997,0,201997,201997,201546,201546,0,201546,201546,1,0,0,0,40,40,9.901137146,9.901137146,0,543,325.8,297.4133487,88454.7,0,0,0,2,4,0,0,0,1,407.25,271.5,271.5,0,0,0,0,0,0,0,135,0,135,65535,65535,0,20,0,0,0,0,1.44E+15,142195.6382,1.44E+15,1.44E+15,Tor
8.6.0.1-8.0.6.4-0-0-0,8.6.0.1,0,8.0.6.4,0,0,22-11-2022 14:01,59985820,2,0,0,0,0,0,0,0,0,0,0,0,0,0.033341213,59985820,0,59985820,59985820,59985820,59985820,0,59985820,59985820,0,0,0,0,0,0,0,0,0,0,0,0.033341213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,59985820,0,59985820,59985820,Tor
10.0.2.15-82.161.239.177-58368-110-6,10.0.2.15,58368,82.161.239.177,110,6,22-11-2022 13:53,113219482,13,13,2715,4344,543,0,208.8461538,274.9587382,543,0,334.1538462,274.9587382,62.34792701,0.229642457,4528779.28,11513359.91,52535388,45,113219482,9434956.833,15450527.96,52535388,190446,113219124,9434927,15450731.99,52535759,190451,1,0,0,0,260,260,0.114821228,0.114821228,0,543,281.5555556,276.4820669,76442.33333,0,0,0,13,26,0,0,0,1,292.3846154,208.8461538,334.1538462,0,0,0,0,0,0,0,104,0,167,65535,65535,4,20,0,0,0,0,1.44E+15,41332260.35,1.44E+15,1.44E+15,Tor
10.0.2.15-82.161.239.177-58368-110-6,10.0.2.15,58368,82.161.239.177,110,6,22-11-2022 13:55,117821798,169,202,53011,104311,1460,0,313.6745562,313.5245405,1420,0,516.3910891,554.9956035,1335.25377,3.148823107,318437.2919,1706111.44,19864010,6,117821798,701320.2262,2482369.93,19864056,38,112232416,558370.2289,2255974.409,19864057,7,1,0,0,0,3380,4040,1.434369555,1.714453551,0,1460,424.3682796,470.7666241,221621.2144,0,0,0,190,371,0,0,0,1,425.5121294,313.6745562,516.3910891,0,0,0,0,43,12831,0,142,0,281,65535,65535,91,20,0,0,0,0,1.44E+15,29440154.28,1.44E+15,1.44E+15,Tor
10.0.2.15-82.161.239.177-58368-110-6,10.0.2.15,58368,82.161.239.177,110,6,22-11-2022 13:57,118405205,41,42,8145,14661,543,0,198.6585366,264.7952615,543,0,349.0714286,263.3363233,192.6097759,0.700982698,1443965.915,3995444.206,21863530,38,118404923,2960123.075,5344081.525,21863576,309,118404228,2887908,5298036.349,21863568,630,1,0,0,0,820,840,0.346268561,0.354714136,0,543,277.9642857,273.0532163,74558.05895,0,0,0,42,83,0,0,0,1,281.313253,198.6585366,349.0714286,0,0,0,0,7,2604,0,98,0,176,65535,65535,14,20,0,0,0,0,1.44E+15,34438612.4,1.44E+15,1.44E+15,Tor
10.0.2.15-82.161.239.177-58368-110-6,10.0.2.15,58368,82.161.239.177,110,6,22-11-2022 13:59,108554594,22,22,4286,8688,1057,0,194.8181818,350.4353261,543,0,394.9090909,247.5223721,119.5159,0.405326006,2524525.442,7918921.939,42009915,41,108554594,5169266.381,10832162.87,42009915,183368,108553831,5169230.048,10835537.77,42010259,183375,1,0,0,0,440,440,0.202663003,0.202663003,0,1057,300.3777778,315.0079573,99230.01313,0,0,0,22,44,0,0,0,1,307.2045455,194.8181818,394.9090909,0,0,0,0,0,0,0,97,0,197,65535,65535,5,20,0,0,0,0,1.44E+15,26044590.82,1.44E+15,1.44E+15,Tor
82.161.239.177-10.0.2.15-110-47257-6,82.161.239.177,110,10.0.2.15,47257,6,25-11-2022 11:08,41170982,62,46,16290,18433,1086,0,262.7419355,306.8827904,1057,0,400.7173913,265.2459373,843.3852756,2.623206801,384775.5327,1845766.725,14620800,8,41170982,674934.1311,2414761.687,14620800,413,41013737,911416.3778,2778988.111,14623641,346,1,0,0,0,1240,920,1.505915016,1.117291786,0,1086,323.5412844,295.9936978,87612.26911,0,0,0,61,108,0,0,0,0,326.537037,262.7419355,400.7173913,0,0,0,0,18,5356,0,150,0,170,65535,65535,27,20,0,0,0,0,1.44E+15,17169638.52,1.44E+15,1.44E+15,Tor
82.161.239.177-10.0.2.15-110-47257-6,82.161.239.177,110,10.0.2.15,47257,6,25-11-2022 11:02,119689030,260,236,85019,86010,1350,0,326.9961538,369.8187963,1460,0,364.4491525,376.7982946,1428.944658,4.144072352,241796.0202,947483.0748,8967780,11,119689030,462119.8069,1274597.54,9007675,38,119688628,509313.3106,1328674.956,8967823,268,1,0,0,0,5200,4720,2.172295991,1.971776361,0,1460,345.2152918,372.9775894,139112.2822,0,0,0,260,496,0,0,0,0,345.9112903,326.9961538,364.4491525,0,0,0,0,21,4804,0,171,0,173,65535,65535,132,20,0,0,0,0,1.44E+15,30688329.06,1.44E+15,1.44E+15,Tor
82.161.239.177-10.0.2.15-110-47257-6,82.161.239.177,110,10.0.2.15,47257,6,25-11-2022 11:04,119872709,488,428,179833,167415,1420,0,368.5102459,429.5946897,1460,0,391.1565421,393.1479229,2896.806145,7.641439054,131008.4251,639226.6152,8089139,0,119872709,246145.193,862315.3344,8089139,74,119833428,280640.3466,915900.3526,8090911,13,1,0,0,0,9760,8560,4.070984998,3.570454056,0,1460,379.2704471,412.7072497,170327.2739,0,0,0,486,916,0,0,0,0,379.6844978,368.5102459,391.1565421,0,0,0,0,36,7117,0,196,0,182,65535,65535,247,20,0,0,0,0,1.44E+15,33222387.83,1.44E+15,1.44E+15,Tor
82.161.239.177-10.0.2.15-110-47257-6,82.161.239.177,110,10.0.2.15,47257,6,25-11-2022 11:06,117918735,329,286,127668,111125,1420,0,388.0486322,458.1511068,1460,0,388.548951,388.7224636,2025.064126,5.215456221,192050.057,1237590.961,18886092,8,117918735,359508.3384,1677398.481,18886134,10,117879049,413610.6982,1793741.198,18886140,27,1,0,0,0,6580,5720,2.790057068,2.425399153,0,1460,388.5324675,426.6277396,182011.2282,0,0,0,326,615,0,0,0,0,389.1642276,388.0486322,388.548951,0,0,0,0,46,7034,0,207,0,180,65535,65535,167,20,0,0,0,0,1.44E+15,29633521.79,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-36922-443-6,10.0.2.15,36922,198.52.200.39,443,6,17-11-2022 12:43,119955471,35135,25345,44235012,1390557,1460,0,1259.001338,345.3220709,1420,0,54.86514105,232.1072031,380354.2149,504.1870912,1983.423519,64623.0369,13807562,0,119955317,3414.223174,84932.79584,13807562,0,119955149,4733.078796,100166.8939,13844044,0,1,0,0,0,702700,506900,292.9003547,211.2867366,0,1460,754.3875267,666.9613641,444837.4612,0,0,0,15118,60480,0,0,0,0,754.4,1259.001338,54.86514105,0,0,0,0,12166,461897,0,731,0,22,65535,65535,34869,20,0,0,0,0,1.44E+15,23999074.01,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-36922-443-6,10.0.2.15,36922,198.52.200.39,443,6,17-11-2022 12:45,119999889,51420,37096,64769342,2044441,1460,0,1259.613808,343.1632367,1420,0,55.11216843,239.2282017,556782.04,737.6340156,1355.701169,11697.07221,1940980,0,119999889,2333.765515,15892.01054,1942356,0,119898685,3232.206092,18287.70065,1940980,0,1,0,0,0,1028400,741920,428.5003964,309.1336193,0,1460,754.8191421,667.5325091,445599.6508,0,0,0,21882,88516,0,0,0,0,754.8276696,1259.613808,55.11216843,0,0,0,0,26677,565936,0,731,0,23,65535,65535,51060,20,0,0,0,0,1.44E+15,33041378.12,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-36922-443-6,10.0.2.15,36922,198.52.200.39,443,6,17-11-2022 12:47,119983215,31415,22651,39460425,1263564,1460,0,1256.101385,351.4997253,1420,0,55.7840272,233.0126173,339414.0505,450.6130295,2219.240081,60801.05889,11089935,0,119983080,3819.414274,79962.44519,11089935,0,119982968,5297.26128,94128.58647,11090248,0,0,0,0,0,628300,453020,261.8282899,188.7847396,0,1460,753.2134019,667.2855793,445270.0444,0,0,0,13457,54066,0,0,0,0,753.2273333,1256.101385,55.7840272,0,0,0,0,8146,417366,0,729,0,23,65535,65535,31088,20,0,0,0,0,1.44E+15,34162002.86,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-36922-443-6,10.0.2.15,36922,198.52.200.39,443,6,17-11-2022 12:49,119979531,48555,34996,61191788,1925043,1460,0,1260.257193,345.2103092,1420,0,55.00751514,235.0626635,526063.3249,696.3771179,1436.020718,8849.213948,297591,0,119979531,2471.053487,12747.09043,297631,0,119937415,3427.272896,14368.51902,334338,0,1,0,0,0,971100,699920,404.6940307,291.6830872,0,1460,755.4327485,667.8250756,445990.3316,0,0,0,20808,83551,0,0,0,0,755.44179,1260.257193,55.00751514,0,0,0,0,50393,526237,0,732,0,23,65535,65535,48163,20,0,0,0,0,1.44E+15,33392150.69,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-36922-443-6,10.0.2.15,36922,198.52.200.39,443,6,17-11-2022 12:51,119999038,50955,36772,64277125,2034786,1460,0,1261.448827,343.0107045,1420,0,55.3352007,237.56461,552603.6884,731.064194,1367.884527,8575.909732,583778,0,119998847,2355.042725,12217.9737,621199,0,119997570,3263.375214,13787.01412,583778,0,1,0,0,0,1019100,735440,424.6284041,306.4357899,0,1460,755.8869916,667.9563486,446165.6836,0,0,0,21861,87727,0,0,0,0,755.895608,1261.448827,55.3352007,0,0,0,0,52955,552604,0,732,0,23,65535,65535,50634,20,0,0,0,0,1.44E+15,34083539.67,1.44E+15,1.44E+15,Tor
10.0.2.15-198.52.200.39-36922-443-6,10.0.2.15,36922,198.52.200.39,443,6,17-11-2022 12:53,119897574,35689,25753,45127063,1426175,1460,0,1264.452997,338.2999382,1420,0,55.37898497,238.6703554,388275.0622,512.4540718,1951.426149,71042.44126,13583675,0,119897488,3359.602331,93275.44328,13583675,0,119897222,4655.841177,109775.0262,13583902,0,0,0,0,0,713780,515060,297.6624031,214.7916688,0,1460,757.6892079,668.0314133,446265.9692,0,0,0,15354,61442,0,0,0,0,757.7015397,1264.452997,55.37898497,0,0,0,0,7427,528556,0,734,0,23,65535,65535,35520,20,0,0,0,0,1.44E+15,33866511.19,1.44E+15,1.44E+15,Tor
